text|to_user_id|from_user|id|from_user_id|lang|source|user_image_url|geo_type|geo_latitude|geo_longitude|created_at|time|type|rt_count|favorite_count|place|country|hashtags|urls|media_link|media_url|bounding_box|mentions_user|mentions_user_id|reply_user|reply_id|rt_user_id|rt_user|rt_id|rt_source|rt_created_at|user_tweets|user_followers|user_following|user_listed|user_favorited|user_created_at|user_lang|user_location|user_time_zone|user_description|user_url|user_protected_tweets|user_default_layout|user_default_image|images
RT @sou_Do_Cassy: Era uma vez, a camioneira, e o índio.❤️👏🏻✨ #KestaIsReal @Kefera @gustastockler http://t.co/uOrgK1BFco||BigTime_Ana|607979819536662530|3073761898|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/605462169086492673/nF1eM75s_normal.jpg||||Mon Jun 08 18:37:39 +0000 2015|1433788659|Retweet|4|0|||#KestaIsReal||http://twitter.com/sou_Do_Cassy/status/605083407345926146/photo/1|http://pbs.twimg.com/media/CGWwGKbW8AAf0_t.jpg||sou_Do_Cassy, Kefera, gustastockler|783376363, 37545509, 31631327|||783376363|sou_Do_Cassy|605083407345926146|Twitter for iPhone |Sun May 31 18:48:20 +0000 2015|3887|218|172|0|2338|Thu Mar 05 23:33:46 +0000 2015|pt|Campinas, São Paulo|Atlantic Time (Canada)|Where is Big Time Rush?|||||100010.jpg;100011.jpg;100012.jpg
@gustastockler não sabia que índios poderiam ser tão lindos ❤️ http://t.co/NIkXfmyyuq|31631327|Fr3e_Dre4ms|607966811267715072|3303975311|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/606148987436077056/ur5OWjtM_normal.jpg||||Mon Jun 08 17:45:57 +0000 2015|1433785557|Reply|0|0|||||http://twitter.com/Fr3e_Dre4ms/status/607966811267715072/photo/1|http://pbs.twimg.com/media/CG_uk2rWQAAfpoc.jpg||gustastockler|31631327|gustastockler|||||||41|17|66|0|21|Sat May 30 19:14:14 +0000 2015|pt|||Tantas Pessoas No Mundo e Eu Fui Me Apaixonar Por Idiotas Que Conversam Com a Câmera|||True||100013.jpg
"Lembra da ""cara de beijo""? Então... O @gustastockler (o índio do cabelo lindo💜) tava reparando na sua. @Kefera #Kesta http://t.co/ynOMGOFJKC"||alicechelini|607963513307467776|315999505|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/607962797427838977/9AMXhxsg_normal.jpg||||Mon Jun 08 17:32:51 +0000 2015|1433784771|Tweet|1|2|||#Kesta||http://twitter.com/alicechelini/status/607963513307467776/photo/1|http://pbs.twimg.com/media/CG_rksOWQAAbOVp.jpg||gustastockler, Kefera|31631327, 37545509||||||||3722|251|676|0|10846|Sun Jun 12 19:47:36 +0000 2011|pt|Keferaland|Brasilia|Sou daquelas que tranca a porta do banheiro mesmo quando ta sozinha em casa, porque eu tenho medo de um ladrão entrar lá e me ver singing in the shower..|||||100014.jpg
Veja por que os desafios para a entrada de indígenas no ensino superior continuam imensos http://t.co/KyPAcrR1ma http://t.co/WydDblWTDi||PortalNamu|607963099585515520|1289181715|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/474970702173310977/XqwLN18L_normal.png||||Mon Jun 08 17:31:13 +0000 2015|1433784673|Tweet|0|0||||"""http://goo.gl/IHCFQB"""|http://twitter.com/PortalNamu/status/607963099585515520/photo/1|http://pbs.twimg.com/media/CG_rN5hWQAECT5_.jpg|||||||||||2678|378|742|4|261|Fri Mar 22 16:58:14 +0000 2013|pt|São Paulo, SP - Brasil|Mid-Atlantic|O Portal NAMU quer inspirar mudanças com informações que contribuem para a ampliação da consciência ligada à nossa qualidade de vida.|http://t.co/J6yN0I1fOk||||100015.jpg
Passei domingo aprendendo um pouco da cultura indígena, etalêlê muito top . Os puris eram demais / Nasce uma cidade http://t.co/aXZzJBMMIJ||gaspbm|607957377921519616|439161591|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606854385386299392/4Z8Rvh2s_normal.jpg||||Mon Jun 08 17:08:28 +0000 2015|1433783308|Tweet|0|0|Rio de Janeiro, Brasil|Brasil|||http://twitter.com/gaspbm/status/607957377921519616/photo/1|http://pbs.twimg.com/media/CG_mAzxW8AAZHpz.jpg|[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]||||||||||15427|1335|468|4|2798|Sat Dec 17 12:48:17 +0000 2011|pt|São Cristovão, RJ|Brasilia|Sem querer, roubei seu coração / Desculpe meu amor não tive a intenção|http://t.co/uYHQjPfyxc||||100016.jpg
Atendimento odontológico a índios também transforma vidas de alunos. Leia mais http://t.co/SZQGQB90Zc http://t.co/TS7vU6zziA||unimep|607956079989899264|22778144|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/532929166706880512/6gy-hTyl_normal.png||||Mon Jun 08 17:03:19 +0000 2015|1433782999|Tweet|0|2||||"""http://bit.ly/1MC1gjK"""|http://twitter.com/unimep/status/607956079989899264/photo/1|http://pbs.twimg.com/media/CG_k1SwXEAEzl1W.jpg|||||||||||4049|3965|3738|66|181|Wed Mar 04 14:25:03 +0000 2009|pt|Piracicaba - SP - Brasil|Brasilia|A Universidade Metodista de Piracicaba é uma das mais conceituadas instituições de ensino, pesquisa e extensão de São Paulo. Facebook:http://t.co/LuRO0Wwsg1|http://t.co/5LDGVf9aYS||||100017.jpg
Saberes indígenas, muito além do romantismo  http://t.co/1ADlPCJ0hf http://t.co/9ZqJBTDLaE||contro_versia|607955529886007296|157650192|pt|Contro_versia |http://pbs.twimg.com/profile_images/529287969971007490/vWyfG1BI_normal.png||||Mon Jun 08 17:01:08 +0000 2015|1433782868|Tweet|0|1||||"""http://controversia.com.br/17296"""|http://twitter.com/contro_versia/status/607955529886007296/photo/1|http://pbs.twimg.com/media/CG_kVVKWoAAyC-E.jpg|||||||||||14618|615|282|14|2|Sun Jun 20 12:56:48 +0000 2010|pt|Santo André, SP.|Greenland|Um espaço de leitura e debate.|http://t.co/8eNyhFZZvU||||100018.jpg
"David Suzuki: ""Povos indígenas, e não ambientalistas, a melhor opção para proteger o planeta"" http://t.co/ZKmZEJA8q6 http://t.co/Oq9zI2riCM"||PersonalEscrito|607953123005636609|57828037|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/594385552411127808/aqg5Z3Yq_normal.jpg||||Mon Jun 08 16:51:34 +0000 2015|1433782294|Tweet|4|2||||"""http://www.vancouversun.com/business/David+Suzuki+Aboriginal+people+environmentalists+best/11112668/story.html"""|http://twitter.com/PersonalEscrito/status/607953123005636609/photo/1|http://pbs.twimg.com/media/CG_iJJ0WcAADZKC.jpg|||||||||||192424|10385|7712|415|19836|Sat Jul 18 02:22:46 +0000 2009|pt|Brasil|Brasilia|Contra Belo Monte e outras hidrelétricas na Amazônia; contra a mineração, hidrovias, estradas e agronegócio desmatador em terras #indígenas. #indigenous #Gaza|http://t.co/r8cPPHP1iu||||100019.jpg
RT @FrasesdaKefera: O índio @gustastockler vai ver a mulher branca @Kefera amanhã? #KeferaNoEncontro http://t.co/7wK1Vsbiij||melniicolle|607950938368831488|3100300924|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/607947570917351426/ACRp71_L_normal.jpg||||Mon Jun 08 16:42:53 +0000 2015|1433781773|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|16|38|224|0|5|Fri Mar 20 20:52:37 +0000 2015|pt|||Três passos para me irritar:Me faça esperar,me faça ciúmes,e não me de atenção.Fim.|||True||100020.png
El Pais: Crescimento econômico afugenta indígenas isolados do Peru para o Brasil http://t.co/eFJfRuK0VN http://t.co/5HIAv55DLr||oindigenista|607943396599033856|3011302853|pt|WordPress.com |http://pbs.twimg.com/profile_images/599630948469252099/KiM6byPe_normal.jpg||||Mon Jun 08 16:12:55 +0000 2015|1433779975|Tweet|0|0||||"""http://oindigenista.com/2015/06/08/el-pais-crescimento-economico-afugenta-indigenas-isolados-do-peru-para-o-brasil"""|http://twitter.com/oindigenista/status/607943396599033856/photo/1|http://pbs.twimg.com/media/CG_ZTBqUQAAwBl3.jpg|||||||||||357|37|24|0|0|Mon Feb 02 00:38:36 +0000 2015|pt||||||True||100021.jpg
COMEÇO DA PERDA DIREITO PROPRIEDADEURBANA? PQ RURAL JA TEMOS MST, INDIGENAS INVASORES...@Confisconao http://t.co/6ttQDuwAAq||mcorrea_7|607941273912246272|1541143442|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/526722861436637185/L5QOBW9m_normal.jpeg||||Mon Jun 08 16:04:29 +0000 2015|1433779469|Tweet|0|0|Brazil|Brasil|||http://twitter.com/mcorrea_7/status/607941273912246272/photo/1|http://pbs.twimg.com/media/CG_XXcEXAAANuKz.jpg|[[[-73.991482, -33.7510506], [-32.378186, -33.7510506], [-32.378186, 5.27192], [-73.991482, 5.27192]]]|Confisconao|1223143608||||||||7171|691|1080|4|1889|Sun Jun 23 14:47:52 +0000 2013|pt|Brasil.|Brasilia|Federal Government need pay not confiscate our lands- Mato Grosso do Sul.|||||100022.jpg
RT @GabyDarruiz: Oi gente, só passei pra avisar que o Gustavo n é mais índio, agr ele virou um pombo... #askstokies http://t.co/xkuGsxiOND||RafaHinckel|607934181453217792|2999042621|pt|Twitter for Android |http://pbs.twimg.com/profile_images/576536177488076800/CFE78XAF_normal.jpeg||||Mon Jun 08 15:36:18 +0000 2015|1433777778|Retweet|2|0|||#askstokies||http://twitter.com/GabyDarruiz/status/607347574144679936/photo/1|http://pbs.twimg.com/media/CG27ZjWWQAAhb6j.jpg||GabyDarruiz|2657766242|||2657766242|GabyDarruiz|607347574144679936|Twitter for Android |Sun Jun 07 00:45:20 +0000 2015|2293|598|1542|0|3511|Mon Jan 26 02:07:57 +0000 2015|pt|Hogwarts||Apaixonada por um Indígena·Gabii Mari·QUERIA TER OLHOS Q MUDAM DE COR.|http://t.co/BmTnnYfMnb||||100023.jpg
RT @Indio_eh_nos: Atualizado: 2º Ato O Jaraguá é Guarani: 18/6/2015 no Vão Livre do MASP  http://t.co/ftXDZexFBM http://t.co/89VURphkee||HAILYJAHI|607933831170146304|3302825578|pt|Twitter for Windows Phone |http://pbs.twimg.com/profile_images/604273669146296321/LQfW-dhq_normal.jpg||||Mon Jun 08 15:34:54 +0000 2015|1433777694|Retweet|16|0||||"""http://www.indio-eh-nos.eco.br/2015/05/26/2o-ato-o-jaragua-e-guarani-1862015-no-vao-livre-do-masp/"""|http://twitter.com/Indio_eh_nos/status/606879724371976192/photo/1|http://pbs.twimg.com/media/CGwR5HjU8AAv5rH.png||Indio_eh_nos|2368242392|||2368242392|Indio_eh_nos|606879724371976192|Twitter Web Client |Fri Jun 05 17:46:16 +0000 2015|168|3|14|1|229|Fri May 29 13:07:34 +0000 2015|en||||||True||100024.png
RT @cartacapital: No Senado surge uma esperança para as terras indígenas  http://t.co/4x8cOoxEyY http://t.co/IZoW1WBIQH||carlosjoseph23|607932301905915905|233436319|pt|Twitter for iPad |http://pbs.twimg.com/profile_images/1206746003/morte_da_bezerra_normal.jpg||||Mon Jun 08 15:28:50 +0000 2015|1433777330|Retweet|46|0||||"""http://bit.ly/1JnzvNq"""|http://twitter.com/cartacapital/status/606513426148532224/photo/1|http://pbs.twimg.com/media/CGrEv15WwAEfq5b.jpg||cartacapital|16632084|||16632084|cartacapital|606513426148532224|Buffer |Thu Jun 04 17:30:43 +0000 2015|59|31|82|0|1|Mon Jan 03 06:30:09 +0000 2011|en|Campina Grande- PB|Greenland|Professor de sociologia e contador de histórias.|||||100005.jpg
RT @combateracismo: Comunidade indígena de Tabatinga recebe I Marcha Contra a Violência  http://t.co/lFMENlaD6t http://t.co/IuRVIa10zt||ramos_tininha|607926633174036480|1738379010|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/526352407744512000/tMmo4hPR_normal.jpeg||||Mon Jun 08 15:06:18 +0000 2015|1433775978|Retweet|4|0||||"""http://racismoambiental.net.br/?p=182751"""|http://twitter.com/combateracismo/status/607918311330873345/photo/1|http://pbs.twimg.com/media/CG_CeNmUgAA5nGe.jpg||combateracismo|273513557|||273513557|combateracismo|607918311330873345|Twitter Web Client |Mon Jun 08 14:33:14 +0000 2015|272|33|193|0|373|Fri Sep 06 23:41:52 +0000 2013|pt||||||||100025.jpg
RT @_ihu: “Não temos terra nem para enterrar nossos familiares mortos pelos fazendeiros” http://t.co/XJOGq22Mkb http://t.co/9wxZ3XguiP||tgporto|607926538143735808|2869973397|pt|Twitter for Android |http://pbs.twimg.com/profile_images/605459962047934464/ydNwlBDz_normal.jpg||||Mon Jun 08 15:05:56 +0000 2015|1433775956|Retweet|6|0||||"""http://bit.ly/1AXiuXK"""|http://twitter.com/_ihu/status/607913747789705216/photo/1|http://pbs.twimg.com/media/CG-1ZiQVAAAhtxx.png||_ihu|41123392|||41123392|_ihu|607913747789705216|TweetDeck |Mon Jun 08 14:15:06 +0000 2015|1409|65|272|0|1171|Mon Nov 10 02:56:03 +0000 2014|pt|Porto Alegre, RS|Pacific Time (US & Canada)|Filósofo, pesquisador na área de Opinião Pública, Filosofia Política e Social e Democracia Digital.|||||100026.png
RT @_ihu: “Não temos terra nem para enterrar nossos familiares mortos pelos fazendeiros” http://t.co/XJOGq22Mkb http://t.co/9wxZ3XguiP||CassiaVF|607925973506531330|91357138|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/577457491656749056/-_4WfM5u_normal.jpeg||||Mon Jun 08 15:03:41 +0000 2015|1433775821|Retweet|6|0||||"""http://bit.ly/1AXiuXK"""|http://twitter.com/_ihu/status/607913747789705216/photo/1|http://pbs.twimg.com/media/CG-1ZiQVAAAhtxx.png||_ihu|41123392|||41123392|_ihu|607913747789705216|TweetDeck |Mon Jun 08 14:15:06 +0000 2015|181877|2968|1844|22|2979|Fri Nov 20 15:01:56 +0000 2009|pt|Rio RJ|Santiago|Vivendo e aprendendo! Ou, pelo menos, tentando!|||||100026.png
RT @_ihu: “Não temos terra nem para enterrar nossos familiares mortos pelos fazendeiros” http://t.co/XJOGq22Mkb http://t.co/9wxZ3XguiP||terra_ze|607925422647603200|2674469120|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/532704576902668288/gXYh0Dmy_normal.png||||Mon Jun 08 15:01:30 +0000 2015|1433775690|Retweet|6|0||||"""http://bit.ly/1AXiuXK"""|http://twitter.com/_ihu/status/607913747789705216/photo/1|http://pbs.twimg.com/media/CG-1ZiQVAAAhtxx.png||_ihu|41123392|||41123392|_ihu|607913747789705216|TweetDeck |Mon Jun 08 14:15:06 +0000 2015|42147|5054|5065|16|41859|Wed Jul 23 17:03:07 +0000 2014|pt|Estado do Espírito/ES, Brasil|Brasilia|Sou estudante, terapeuta holístico, cristão, petista, poeta militante em prol de um mundo repleto de jardins, flores e pontes ao invés de muros.|||||100026.png
RT @combateracismo: Comunidade indígena de Tabatinga recebe I Marcha Contra a Violência  http://t.co/lFMENlaD6t http://t.co/IuRVIa10zt||HAILYJAHI|607924919268179970|3302825578|pt|Twitter for Windows Phone |http://pbs.twimg.com/profile_images/604273669146296321/LQfW-dhq_normal.jpg||||Mon Jun 08 14:59:30 +0000 2015|1433775570|Retweet|4|0||||"""http://racismoambiental.net.br/?p=182751"""|http://twitter.com/combateracismo/status/607918311330873345/photo/1|http://pbs.twimg.com/media/CG_CeNmUgAA5nGe.jpg||combateracismo|273513557|||273513557|combateracismo|607918311330873345|Twitter Web Client |Mon Jun 08 14:33:14 +0000 2015|168|3|14|1|229|Fri May 29 13:07:34 +0000 2015|en||||||True||100025.jpg
RT @combateracismo: Comunidade indígena de Tabatinga recebe I Marcha Contra a Violência  http://t.co/lFMENlaD6t http://t.co/IuRVIa10zt||polinemello|607924542154113024|296841266|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607755776514510849/iRgVzKXc_normal.jpg||||Mon Jun 08 14:58:00 +0000 2015|1433775480|Retweet|4|0||||"""http://racismoambiental.net.br/?p=182751"""|http://twitter.com/combateracismo/status/607918311330873345/photo/1|http://pbs.twimg.com/media/CG_CeNmUgAA5nGe.jpg||combateracismo|273513557|||273513557|combateracismo|607918311330873345|Twitter Web Client |Mon Jun 08 14:33:14 +0000 2015|12632|554|584|2|2180|Wed May 11 13:57:39 +0000 2011|pt|Amazonas|Santiago|Mais sem graça que a top-model magrela na passarela  Snapchat: polinemello|||||100025.jpg
RT @combateracismo: Acordo beneficia profissionais de saúde em áreas indígenas de RR e AM  http://t.co/kY6c5isXzQ http://t.co/pZvooB8mYa||weser13BR|607920850856230913|790414502|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/529689290079363072/LuKgD4GV_normal.jpeg||||Mon Jun 08 14:43:20 +0000 2015|1433774600|Retweet|1|0||||"""http://racismoambiental.net.br/?p=182754"""|http://twitter.com/combateracismo/status/607919946803200002/photo/1|http://pbs.twimg.com/media/CG_D-AxVAAA4Hpb.jpg||combateracismo|273513557|||273513557|combateracismo|607919946803200002|Twitter Web Client |Mon Jun 08 14:39:44 +0000 2015|11101|597|792|5|1205|Thu Aug 30 00:05:07 +0000 2012|pt|Sul de Minas|Brasilia|O Brasil amadurece e busca sua identidade através do Brasileiro que hoje é livre para dizer o que pensa.|||||100027.jpg
Acordo beneficia profissionais de saúde em áreas indígenas de RR e AM  http://t.co/kY6c5isXzQ http://t.co/pZvooB8mYa||combateracismo|607919946803200002|273513557|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/587326994552991744/Yc_f9W9D_normal.png||||Mon Jun 08 14:39:44 +0000 2015|1433774384|Tweet|1|1||||"""http://racismoambiental.net.br/?p=182754"""|http://twitter.com/combateracismo/status/607919946803200002/photo/1|http://pbs.twimg.com/media/CG_D-AxVAAA4Hpb.jpg|||||||||||33767|3170|352|75|47|Mon Mar 28 16:52:29 +0000 2011|pt|Brasil|Brasilia|No Racismo Ambiental, as injustiças socioambientais recaem de forma implacável sobre grupos étnicos e comunidades vulnerabilizadas por sua raça, origem ou cor.|http://t.co/EWSPrxnANg||||100027.jpg
RT @combateracismo: Comunidade indígena de Tabatinga recebe I Marcha Contra a Violência  http://t.co/lFMENlaD6t http://t.co/IuRVIa10zt||gritosdemi_|607919131715883008|286805537|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607707576978042880/PGuG6JWL_normal.jpg||||Mon Jun 08 14:36:30 +0000 2015|1433774190|Retweet|4|0||||"""http://racismoambiental.net.br/?p=182751"""|http://twitter.com/combateracismo/status/607918311330873345/photo/1|http://pbs.twimg.com/media/CG_CeNmUgAA5nGe.jpg||combateracismo|273513557|||273513557|combateracismo|607918311330873345|Twitter Web Client |Mon Jun 08 14:33:14 +0000 2015|20169|344|89|1|2449|Sat Apr 23 18:47:42 +0000 2011|pt|salvador, bahia |Santiago|barril do bem, mirela|http://t.co/9ifndQ4AeP||||100025.jpg
Comunidade indígena de Tabatinga recebe I Marcha Contra a Violência  http://t.co/lFMENlaD6t http://t.co/IuRVIa10zt||combateracismo|607918311330873345|273513557|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/587326994552991744/Yc_f9W9D_normal.png||||Mon Jun 08 14:33:14 +0000 2015|1433773994|Tweet|4|2||||"""http://racismoambiental.net.br/?p=182751"""|http://twitter.com/combateracismo/status/607918311330873345/photo/1|http://pbs.twimg.com/media/CG_CeNmUgAA5nGe.jpg|||||||||||33767|3170|352|75|47|Mon Mar 28 16:52:29 +0000 2011|pt|Brasil|Brasilia|No Racismo Ambiental, as injustiças socioambientais recaem de forma implacável sobre grupos étnicos e comunidades vulnerabilizadas por sua raça, origem ou cor.|http://t.co/EWSPrxnANg||||100025.jpg
